Glottocode,ISO,Language_name,CLF,Longitude,Latitude,Area,Continent,Status,Family,Citation
balt1258,bft,Balti,FALSE,77.2859,34.4491,Eurasia,Asia,not endangered,Sino-Tibetan,NA
balu1257,blq,Paluai,TRUE,147.282,-2.5604,Papunesia,Pacific,not endangered,Austronesian,Schokkin 2014
bamb1262,myf,Bambassi,FALSE,34.6522,9.82554,Africa,Africa,shifting,Blue Nile Mao,NA
bamb1265,bmo,Bambalang,FALSE,10.544,5.861,Africa,Africa,not endangered,Atlantic-Congo,NA
bamb1266,baw,Bambili-Bambui,FALSE,10.2233,6.10821,Africa,Africa,not endangered,Atlantic-Congo,Ayuninjam 1994
bamb1269,bam,Bambara,FALSE,-9.98949,12.0401,Africa,Africa,not endangered,Mande,NA
bamb1270,ptu,Bambam,FALSE,119.201,-3.02759,Papunesia,Asia,not endangered,Austronesian,Campbell 1989
bamu1253,bax,Bamun,FALSE,10.8477,5.49017,Africa,Africa,not endangered,Atlantic-Congo,NA
bana1288,bjx,Banao Itneg,FALSE,121.05,17.5643,Papunesia,Asia,not endangered,Austronesian,Ramos 1970
band1340,bqj,Bandial,TRUE,-16.4245,12.5258,Africa,Africa,shifting,Atlantic-Congo,Sagna 2008
band1352,bza,Bandi,FALSE,-10.1684,7.73729,Africa,Africa,not endangered,Mande,NA
bang1339,bjb,Banggarla,FALSE,136.079,-33.3036,Australia,Pacific,extinct,Pama-Nyungan,Clendon 2015 [1844]
bang1354,bni,Bangi,FALSE,17.227,-0.87437,Africa,Africa,not endangered,Atlantic-Congo,Whitehead 1964 [1899]
bang1363,dba,Bangime,FALSE,-3.77092,14.8116,Africa,Africa,shifting,NA,NA
bang1368,bgz,Banggai,TRUE,123.171,-1.58305,Papunesia,Asia,shifting,Austronesian,NA
bani1254,bvv,Avane,TRUE,-67.5633,5.26123,South America,Americas,extinct,Arawakan,NA
bani1255,bwi,Baniwa do Icana,TRUE,-67.7704,2.17859,South America,Americas,shifting,Arawakan,NA
bank1259,dbw,Bankan Tey Dogon,FALSE,-2.92,15.06,Africa,NA,shifting,Dogon,Heath 2014
bann1247,bcm,Bannoni,FALSE,155.128,-6.23061,Papunesia,Pacific,not endangered,Austronesian,NA
bant1281,bap,Bantawa,TRUE,87.04738,27.12147,Eurasia,Asia,shifting,Sino-Tibetan,Doornenbal 2009
baou1238,bci,Baoulé,FALSE,-4.76565,5.42509,Africa,Africa,not endangered,Atlantic-Congo,NA
bara1357,brd,Baraamu,FALSE,85.0584,28.3768,Eurasia,Asia,nearly extinct,Sino-Tibetan,NA
bara1370,kys,Baram Kayan,TRUE,114.482,3.51211,Papunesia,Asia,threatened,Austronesian,NA
bara1380,bsn,Barasana-Eduria,FALSE,-70.808,0.02193,South America,Americas,shifting,Tucanoan,Jones and Jones 1991
barb1263,boi,Barbareño,FALSE,-119.699,34.462,North America,Americas,extinct,Chumashan,Wash 2001
bard1255,bcj,Bardi,FALSE,122.906,-16.6274,Australia,Pacific,nearly extinct,Nyulnyulan,"Bowern, Lanz, Kling and Katten 2015"
bare1276,bae,Baré,FALSE,-66.828,1.91649,South America,Americas,nearly extinct,Arawakan,NA
bare1279,bva,Barain,FALSE,18.0764,11.1168,Africa,Africa,shifting,Afro-Asiatic,NA
barg1252,mlp,Bargam,FALSE,145.756,-4.8723,Papunesia,Pacific,threatened,Nuclear Trans New Guinea,NA
bari1284,bfa,Bari,FALSE,31.0723,4.19522,Africa,Africa,not endangered,Nilotic,NA
bari1286,bch,Bariai,FALSE,148.666,-5.5087,Papunesia,Pacific,not endangered,Austronesian,Gallagher and Baehr 2005
bari1297,mot,Barí,FALSE,-72.9353,9.08497,South America,Americas,threatened,Chibchan,Quesada 2004
baro1253,bjk,Barok,FALSE,152.193,-3.47672,Papunesia,Pacific,not endangered,Austronesian,NA
barr1252,unknow,Barranbinya,FALSE,145.93,-30.1,Australia,NA,extinct,Pama-Nyungan,Oates 1988
baru1267,byr,Baruya,FALSE,145.818,-6.89261,Papunesia,Pacific,not endangered,Angan,NA
baru1269,bjz,Baruga,FALSE,148.761,-9.40132,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,"Farr, Furoke and Farr no date"
basa1282,bzw,Basa (Nigeria),FALSE,7.06183,8.03159,Africa,Africa,not endangered,Atlantic-Congo,NA
basa1284,bas,Basa (Cameroon),FALSE,10.4213,3.80765,Africa,Africa,not endangered,Atlantic-Congo,NA
basa1287,byq,Basay,FALSE,121.857,25.0046,Papunesia,Asia,extinct,Austronesian,Li 1999
bash1263,bsg,Bashkardi,FALSE,53,32,Eurasia,Asia,shifting,Indo-European,Pelevin 2010
bash1264,bak,Bashkir,FALSE,56.5594,53.5967,Eurasia,Europe,threatened,Turkic,NA
bask1236,bst,Basketo,FALSE,36.5763,6.45774,Africa,Africa,threatened,Ta-Ne-Omotic,NA
basq1248,eus,Basque,FALSE,-1.31622,43.2787,Eurasia,Europe,threatened,NA,Hualde and de Urbina 2003
bass1258,bsc,Bassari-Tanda,FALSE,-13.3495,12.4529,Africa,Africa,threatened,Atlantic-Congo,NA
bata1285,bnm,Batanga,FALSE,9.51011,1.397041,Africa,Africa,threatened,Atlantic-Congo,NA
bata1289,bbc,Batak Toba,TRUE,99.1761,2.35498,Papunesia,Asia,threatened,Austronesian,Blust 2013
bata1292,btz,Batak Alas-Kluet,FALSE,97.8123,3.4293,Papunesia,Asia,not endangered,Austronesian,Soravia 2007
bata1293,btx,Batak Karo,TRUE,98.2517,2.12787,Papunesia,Asia,threatened,Austronesian,NA
bath1244,bhm,Bathari,FALSE,53.119,17.4485,Eurasia,Asia,moribund,Afro-Asiatic,NA
bats1242,bbl,Bats,FALSE,45.344,42.1806,Eurasia,Asia,moribund,Nakh-Daghestanian,NA
batu1258,bay,Batuley,FALSE,134.784314,-5.814412,Papunesia,Asia,threatened,Austronesian,Daigle 2015
baur1253,brg,Baure,FALSE,-64.1838,-13.1278,South America,Americas,nearly extinct,Arawakan,Danielsen 2007
bauz1241,bvz,Bauzi,FALSE,137.629,-2.44717,Papunesia,Asia,not endangered,Geelvink Bay,NA
bava1246,bar,Bavarian,FALSE,13.246,47.9232,Eurasia,Europe,threatened,Indo-European,NA
bawm1236,bgr,Bawm Chin,FALSE,92.92553,22.4405233333,Eurasia,Asia,threatened,Sino-Tibetan,NA
bayb1234,bvy,Baybayanon,FALSE,NA,NA,Papunesia,NA,not endangered,Austronesian,Rubino 2005
bayu1240,bxj,Bayungu,FALSE,114.108,-23.3809,Australia,Pacific,nearly extinct,Pama-Nyungan,NA
beav1236,bea,Beaver,FALSE,-120.352,56.7984,North America,Americas,moribund,Athabaskan-Eyak-Tlingit,Randoja 1990
bebe1248,beb,Bebele,FALSE,12.824,4.78874,Africa,Africa,threatened,Atlantic-Congo,NA
befa1241,bby,Befang,FALSE,10.0342,6.27562,Africa,Africa,not endangered,Atlantic-Congo,NA
beja1238,bej,Beja,FALSE,36.6666,17.2436,Africa,Africa,not endangered,Afro-Asiatic,NA
beka1241,bei,Riuk Bekati',TRUE,109.576,1.3307,Papunesia,Asia,threatened,Austronesian,Sudarsono 2002
bekw1241,bkv,Bekwarra,FALSE,8.86489,6.73737,Africa,Africa,not endangered,Atlantic-Congo,NA
bela1254,bel,Belarusian,FALSE,25.6038,53.2307,Eurasia,Europe,threatened,Indo-European,NA
bela1256,bxb,Belanda Bor,FALSE,27.8232,6.6503,Africa,Africa,shifting,Nilotic,"Asan, Kpoyo, Gume, Utengo, Singo, Mara, Mbolo, Tibur, Rabi and Taban 2015"
bela1260,beg,Lemeting,TRUE,114.933,4.96207,Papunesia,Asia,moribund,Austronesian,NA
belh1239,byw,Belhariya,TRUE,87.2783,26.9972,Eurasia,Asia,moribund,Sino-Tibetan,NA
beli1257,blm,Beli (Sudan),FALSE,29.7954,6.40428,Africa,Africa,shifting,Central Sudanic,"Kol, Matuek, Mawuor, Mberu, Moli and Manyang 2013"
beli1260,bzj,Belize Kriol English,FALSE,-88.6281,17.3941,North America,Americas,shifting,Indo-European,Escure 2013
bell1243,blc,Bella Coola,TRUE,-126.689,52.3448,North America,Americas,nearly extinct,Salishan,Nater 1984
bemb1255,bmb,Bembe,FALSE,29.0507,-4.49057,Africa,Africa,shifting,Atlantic-Congo,Iorio 2015
bemb1257,bem,Bemba (Zambia),FALSE,29.2993,-10.6122,Africa,Africa,not endangered,Atlantic-Congo,NA
bena1262,bez,Bena (Tanzania),FALSE,35.0364,-9.26671,Africa,Africa,not endangered,Atlantic-Congo,NA
bena1264,bef,Benabena,FALSE,145.534,-6.09974,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,Young 1971
benc1235,bcq,Bench,FALSE,35.7673,7.04682,Africa,Africa,threatened,Ta-Ne-Omotic,NA
beng1280,ben,Bengali,TRUE,90,24,Eurasia,Asia,not endangered,Indo-European,David 2015
beng1282,bng,Benga,FALSE,9.600739,1.075766,Africa,Africa,moribund,Atlantic-Congo,NA
beng1286,nhb,Beng,FALSE,-4.23539,7.78122,Africa,Africa,not endangered,Mande,NA
bent1238,dbt,Ben Tey Dogon,FALSE,-2.94,14.78,Africa,NA,shifting,Dogon,Heath 2015
bera1262,bve,Berau Malay,FALSE,117.934,1.6687,Papunesia,Asia,not endangered,Austronesian,Collins 1994
berb1259,brc,Berbice Creole Dutch,FALSE,-58.0002,5.3829,South America,Americas,extinct,Indo-European,Kouwenberg 2013
beri1254,bkl,Berik,FALSE,138.866,-2.26904,Papunesia,Asia,threatened,Tor-Orya,NA
bert1248,wti,Berta,FALSE,34.7042,10.6474,Africa,Africa,shifting,NA,NA
besi1244,mhe,Besisi,TRUE,101.676,2.717,Eurasia,Asia,shifting,Austroasiatic,NA
beta1252,bew,Betawi,FALSE,107.022,-6.21174,Papunesia,Asia,threatened,Austronesian,Ikranagara 1980
beto1236,unknow,Betoi-Jirara,FALSE,-71.67366,7.245731,South America,NA,extinct,NA,Zamponi 2003
bett1235,xub,Betta Kurumba,FALSE,76.6064,11.6385,Eurasia,Asia,shifting,Dravidian,NA
bezh1248,kap,Bezhta,FALSE,46.0332,42.1206,Eurasia,Europe,shifting,Nakh-Daghestanian,NA
bhad1241,bhd,Bhadrawahi,FALSE,75.8707,33.2851,Eurasia,Asia,threatened,Indo-European,Dwivedi 2013
bhil1251,bhb,Bhili,FALSE,73.9592,20.85,Eurasia,Asia,not endangered,Indo-European,NA
bhoj1244,bho,Bhojpuri,TRUE,84.817115,26.458455,Eurasia,Asia,not endangered,Indo-European,Das 2006
biaf1240,bif,Biafada,FALSE,-15.1347,11.467,Africa,Africa,threatened,Atlantic-Congo,NA
biak1248,bhw,Biak,FALSE,135.879,-0.9523,Papunesia,Asia,moribund,Austronesian,NA
bial1238,beh,Biali,FALSE,1.08259,11.0382,Africa,Africa,not endangered,Atlantic-Congo,NA
bian1252,big,Biangai,FALSE,146.765,-7.33882,Papunesia,Pacific,not endangered,Goilalan,Dubert and Dubert 1978
biao1253,byk,Shidong Biao,TRUE,113.391,23.656,Eurasia,Asia,not endangered,Tai-Kadai,NA
biao1254,bje,Biao-Jiao Mien,TRUE,111.344,25.5309,Eurasia,Asia,not endangered,Hmong-Mien,NA
biat1246,bth,Biatah Bidayuh,TRUE,110.254,1.17596,Papunesia,Asia,threatened,Austronesian,NA
bier1244,bnk,Bierebo,FALSE,168.154,-16.6663,Papunesia,Pacific,shifting,Austronesian,Budd 2009
bign1238,nmb,Big Nambas,FALSE,167.239,-16.0903,Papunesia,Pacific,not endangered,Austronesian,NA
biha1246,unknow,Bih,TRUE,108.016667,12.483333,Eurasia,NA,nearly extinct,Austronesian,Nguyen 2013
bila1255,bip,Bila,FALSE,28.7626,1.16839,Africa,Africa,not endangered,Atlantic-Congo,NA
bili1260,byn,Bilin,FALSE,38.3917,15.7833,Africa,Africa,threatened,Afro-Asiatic,NA
bilo1248,bll,Biloxi,FALSE,-89.1951,31.32,North America,Americas,extinct,Siouan,Einaudi 1976
bilu1245,blb,Bilua,FALSE,156.663,-7.92388,Papunesia,Pacific,shifting,NA,NA
bimi1240,bhl,Bimin,FALSE,142.04,-5.38732,Papunesia,Pacific,threatened,Nuclear Trans New Guinea,Weber 1997
bimo1239,bim,Bimoba,FALSE,0.06121,10.4575,Africa,Africa,threatened,Atlantic-Congo,NA
bina1277,bhg,Binandere,FALSE,147.884,-8.37433,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,Wilson 2002
bini1246,bin,Bini,FALSE,5.70426,6.40701,Africa,Africa,not endangered,Atlantic-Congo,NA
bino1237,itb,Binongan Itneg,FALSE,120.876,17.5972,Papunesia,Asia,not endangered,Austronesian,NA
bint1246,bny,Bintulu,TRUE,113.634,3.867,Papunesia,Asia,threatened,Austronesian,NA
binu1244,bkd,Talaandig-Binukid,FALSE,124.892,8.15933,Papunesia,Asia,not endangered,Austronesian,Otanes 1992
binu1245,bjr,Binumarien,FALSE,146.102,-6.22068,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
bira1253,bxe,Ongota,FALSE,37.025,5.29807,Africa,Africa,nearly extinct,NA,Fleming 2006
biri1256,bzr,Biri,FALSE,146.67,-20.1494,Australia,Pacific,extinct,Pama-Nyungan,Terrill 1998
birr1240,bvq,Birri,FALSE,27.0842,5.3328,Africa,Africa,shifting,Central Sudanic,Santandrea 1966
bish1244,bpy,Bishnupriya Manipuri,FALSE,92.0157,24.4578,Eurasia,Asia,threatened,Indo-European,Sinha 1974
bisl1239,bis,Bislama,FALSE,166.89,-15.4,Papunesia,Pacific,not endangered,Indo-European,NA
biss1248,bib,Bissa,FALSE,-1.67332,10.4257,Africa,Africa,not endangered,Mande,NA
bisu1244,bzi,Bisu,TRUE,99.9862,20.8542,Eurasia,Asia,shifting,Sino-Tibetan,NA
biwa1243,bwm,Biwat,FALSE,143.873,-4.39429,Papunesia,Pacific,shifting,Yuat,McElvenny 2006
blab1237,blp,Blablanga,FALSE,159.419,-8.15058,Papunesia,Pacific,shifting,Austronesian,NA
blag1240,beu,Blagar,TRUE,124.251,-8.31787,Papunesia,Asia,shifting,Timor-Alor-Pantar,Steinhauer 1995
blan1242,blr,Blang,TRUE,99.7405,22.0092,Eurasia,Asia,not endangered,Austroasiatic,NA
bobo1255,bgb,Bobongko,FALSE,121.922,-0.36759,Papunesia,Asia,shifting,Austronesian,Mead 2001
bodo1267,gbj,Bodo Gadaba,TRUE,82.771,18.3857,Eurasia,Asia,shifting,Austroasiatic,Griffiths 2008
bodo1269,brx,Bodo-Mech,TRUE,89.333235,26.725455,Eurasia,Asia,threatened,Sino-Tibetan,NA
boht1238,bhn,Bohtan Neo-Aramaic,FALSE,44.482,43.6405,Eurasia,Asia,moribund,Afro-Asiatic,NA
boka1249,unknow,Bokar-Ramo,FALSE,94.066429,28.61433,Eurasia,NA,threatened,Sino-Tibetan,Badu 2004
boko1266,bqc,Boko (Benin),TRUE,3.71771,10.5189,Africa,Africa,not endangered,Mande,NA
boky1238,bky,Bokyi,FALSE,9.05875,6.10475,Africa,Africa,not endangered,Atlantic-Congo,NA
bola1250,bnp,Bola,FALSE,150.095,-5.55792,Papunesia,Pacific,threatened,Austronesian,NA
boli1255,bli,Bolia,FALSE,18.09748,-1.38362,Africa,Africa,not endangered,Atlantic-Congo,Mamet 1960
boli1256,smk,Bolinao,FALSE,119.853,16.3071,Papunesia,Asia,threatened,Austronesian,NA
bomk1234,bmf,Bom-Kim,FALSE,-11.59696,9.27518,NA,Africa,nearly extinct,Atlantic-Congo,Pichl 1972
bona1250,peh,Bonan,TRUE,102.995,35.6972,Eurasia,Asia,shifting,Mongolic,Fried 2010
bond1245,bfw,Bondo,TRUE,83.8141,19.1512,Eurasia,Asia,shifting,Austroasiatic,Anderson and Harrison 2008
bond1247,bou,Bondei,FALSE,38.5079,-5.10749,Africa,Africa,threatened,Atlantic-Congo,NA
bond1248,dbu,Najamba-Kindige,FALSE,-3.32636,14.9066,Africa,Africa,threatened,Dogon,Heath 2014
bong1285,bot,Bongo,FALSE,27.9918,7.4145,Africa,Africa,threatened,Central Sudanic,NA
bong1289,bdg,Bonggi,FALSE,117.174,7.29249,Papunesia,Asia,threatened,Austronesian,NA
bora1263,boa,Bora,TRUE,-68.9093,-2.91467,South America,Americas,moribund,Boran,Seifart 2005
bora1271,gax,Borana-Arsi-Guji Oromo,FALSE,37.882,1.05676,Africa,Africa,not endangered,Afro-Asiatic,Roba 2004
bord1248,kvn,Border Kuna,TRUE,-77.1664,7.92993,South America,Americas,threatened,Chibchan,Forster 2011
bori1243,adi,Bori-Karko,TRUE,94.3538,27.62812,Eurasia,Asia,not endangered,Sino-Tibetan,Lalrempuii 2005
boro1277,bwo,Boro (Ethiopia),FALSE,35.345,10.6596,Africa,Africa,shifting,Ta-Ne-Omotic,NA
boro1279,ksr,Borong,FALSE,147.511,-6.56688,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
boro1282,bor,Bororo,FALSE,-55.2004,-16.6029,South America,Americas,shifting,Bororoan,Crowell 1979
boto1242,sbl,Botolan Sambal,FALSE,120.164,15.2315,Papunesia,Asia,not endangered,Austronesian,NA
boun1245,mux,Bo-Ung,FALSE,144.086,-5.8626,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,Merlan and Rumsey 1991
bouy1240,pcc,Bouyei,TRUE,106.187,24.8484,Eurasia,Asia,not endangered,Tai-Kadai,NA
brah1256,brh,Brahui,FALSE,64.2991,28.5347,Eurasia,Asia,threatened,Dravidian,NA
braj1242,bra,Braj,FALSE,78.0813,26.4758,Eurasia,Asia,not endangered,Indo-European,Gopalakrishnan 2011
bret1244,bre,Breton,FALSE,-3.78934,48.2452,Eurasia,Europe,not endangered,Indo-European,NA
brib1243,bzd,Bribri,TRUE,-83.0539,9.39794,North America,Americas,shifting,Chibchan,NA
brok1247,bkk,Brokskat,FALSE,76.6026,34.5308,Eurasia,Asia,shifting,Indo-European,NA
brok1248,sgt,Brokpake,FALSE,91.9972,27.3438,Eurasia,Asia,shifting,Sino-Tibetan,Dondrup 1993
broo1239,plw,Brooke's Point Palawano,FALSE,117.871,8.83891,Papunesia,Asia,not endangered,Austronesian,NA
buam1238,box,Buamu,TRUE,-3.50303,11.1687,Africa,Africa,not endangered,Atlantic-Congo,NA
bube1242,bvb,Bube,FALSE,8.68929,3.53638,Africa,Africa,moribund,Atlantic-Congo,Clarke 1848
budu1248,bdk,Budukh,FALSE,48.3353,41.2272,Eurasia,Asia,shifting,Nakh-Daghestanian,NA
budu1250,buu,Budu,FALSE,27.951,2.00501,Africa,Africa,not endangered,Atlantic-Congo,NA
buga1247,bbh,Bugan,TRUE,104.963,23.6124,Eurasia,Asia,threatened,Austroasiatic,NA
buga1250,buk,Bugawac,FALSE,147.32,-6.67519,Papunesia,Pacific,shifting,Austronesian,NA
bugh1239,bgt,Bughotu,FALSE,159.802,-8.47948,Papunesia,Pacific,not endangered,Austronesian,NA
bugi1244,bug,Buginese,FALSE,119.977,-4.47,Papunesia,Asia,not endangered,Austronesian,NA
bugl1243,sab,Buglere,TRUE,-81.25648,8.57695,North America,Americas,shifting,Chibchan,NA
bugu1246,bgg,Bugun,FALSE,92.367,27.204,Eurasia,Asia,shifting,Sino-Tibetan,NA
buhu1237,bxh,Buhutu,FALSE,150.18,-10.5074,Papunesia,Pacific,not endangered,Austronesian,NA
bujh1238,byh,Bujhyal,TRUE,84.5068,28.0084,Eurasia,Asia,threatened,Sino-Tibetan,NA
bukh1238,bhh,Bukharic,TRUE,64,41,Eurasia,Asia,not endangered,Indo-European,Ido 2007
buki1249,ape,Bukiyip,FALSE,143.111,-3.47169,Papunesia,Pacific,shifting,Nuclear Torricelli,NA
buku1249,bxk,Bukusu,FALSE,34.7719,0.68043,Africa,Africa,not endangered,Atlantic-Congo,NA
bulg1262,bul,Bulgarian,TRUE,25.047,43.3646,Eurasia,Europe,shifting,Indo-European,Cinque and Krapova 2007
buli1254,bwu,Buli (Ghana),FALSE,-1.26748,10.5763,Africa,Africa,not endangered,Atlantic-Congo,NA
bull1247,buy,Bullom So,FALSE,-13.16,9,Africa,Africa,moribund,Atlantic-Congo,NA
bulo1242,sti,Bulo Stieng,TRUE,106.798,11.9777,Eurasia,Asia,shifting,Austroasiatic,Miller 1976
bulu1251,bum,Bulu (Cameroon),FALSE,11.6365,3.16141,Africa,Africa,not endangered,Atlantic-Congo,Bates 1904
bumt1240,kjz,Bumthangkha,FALSE,90.8037,27.6494,Eurasia,Asia,threatened,Sino-Tibetan,van Driem 2015
buna1273,bwx,Bu-Nao Bunu,TRUE,107.711,24.1025,Eurasia,Asia,shifting,Hmong-Mien,NA
buna1275,bck,Bunaba,FALSE,125.631,-17.8297,Australia,Pacific,nearly extinct,Bunaban,NA
buna1276,bdd,Bunama,FALSE,151.066,-10.0761,Papunesia,Pacific,not endangered,Austronesian,NA
buna1278,bfn,Bunak,FALSE,125.216,-9.13618,Papunesia,Asia,threatened,Timor-Alor-Pantar,Schapper 2010
bund1253,bns,Bundeli,FALSE,78.9542,24.8982,Eurasia,Asia,not endangered,Indo-European,Jaiswal 1962
bung1264,xbg,Bunganditj,FALSE,140.5,-36.5,Australia,NA,extinct,Pama-Nyungan,Blake 2003
buno1241,dgb,Bunoge Dogon,FALSE,-3.49,14.43,Africa,Africa,shifting,Dogon,Heath 2014
bunu1267,bnn,Bunun,FALSE,121.025,23.4116,Papunesia,Asia,threatened,Austronesian,De Busser 2009
buol1237,blf,Buol,FALSE,121.519,0.97727,Papunesia,Asia,threatened,Austronesian,Zobel 2005
bura1267,bvr,Burarra,FALSE,134.365,-12.3061,Australia,Pacific,shifting,Maningrida,NA
bura1292,bwr,Bura-Pabir,FALSE,12.3007,10.4822,Africa,Africa,shifting,Afro-Asiatic,NA
bure1242,bvh,Bure,FALSE,10.4554,10.4603,Africa,Africa,nearly extinct,Afro-Asiatic,NA
burj1242,bji,Burji,FALSE,38.4646,4.44624,Africa,Africa,threatened,Afro-Asiatic,NA
burm1264,bzu,Burmeso,FALSE,138.203,-2.47582,Papunesia,Asia,shifting,NA,NA
buru1296,bsk,Burushaski,FALSE,74.8236,36.2161,Eurasia,Asia,shifting,NA,NA
buru1303,mhs,Buru (Indonesia),TRUE,126.632,-3.43957,Papunesia,Asia,not endangered,Austronesian,Grimes 1991
busa1253,bqp,Busa,TRUE,4.39929,9.91074,Africa,Africa,not endangered,Mande,Kießling 2016
bush1247,buf,Bushoong,FALSE,21.4556,-4.69463,Africa,Africa,not endangered,Atlantic-Congo,NA
buss1239,dox,Bussa,FALSE,37.2017,5.74987,Africa,Africa,shifting,Afro-Asiatic,NA
buwa1243,bhs,Buwal,FALSE,13.8838,10.6151,Africa,Africa,not endangered,Afro-Asiatic,NA
bwai1242,bwd,Bwaidoka,FALSE,150.297,-9.51158,Papunesia,Pacific,not endangered,Austronesian,NA
byan1241,bee,Byangsi,FALSE,80.63653,29.92002,Eurasia,Asia,shifting,Sino-Tibetan,NA
caac1237,msq,Caac,TRUE,164.578,-20.4114,Papunesia,Pacific,shifting,Austronesian,Cauchard 2014
cabe1245,cjp,Cabécar,TRUE,-83.4102,9.67031,North America,Americas,shifting,Chibchan,NA
caca1247,ccr,Cacaopera,FALSE,-88.1133,13.7437,North America,Americas,extinct,Misumalpan,Brinton 1896
cacu1241,cbv,Kakua,FALSE,-69.5659,0.88778,South America,Americas,shifting,Kakua-Nukak,Bolaños 2016
cadd1256,cad,Caddo,FALSE,-98.2634,35.1826,North America,Americas,nearly extinct,Caddoan,NA
cahu1264,chl,Cahuilla,FALSE,-116.691,33.5324,North America,Americas,nearly extinct,Uto-Aztecan,Seiler 1977
caju1236,frc,Cajun French,FALSE,-91.6133,29.6869,North America,Americas,shifting,Indo-European,Papen and Rottet 1997
cakf1236,cky,Cakfem-Mushere-Jibyal,FALSE,9.16071,9.00924,Africa,Africa,not endangered,Afro-Asiatic,NA
calu1238,clu,Caluyanun,FALSE,121.384,12.0489,Papunesia,Asia,not endangered,Austronesian,Titrud 1978
came1254,wes,Cameroon Pidgin,TRUE,9.80166,5.43932,Africa,Africa,not endangered,Indo-European,Ayafor and Green 2017
caml1239,rab,Camling,TRUE,86.7612,27.3371,Eurasia,Asia,threatened,Sino-Tibetan,NA
camp1261,sro,Campidanese Sardinian,FALSE,9.03935,39.0566,Eurasia,Europe,threatened,Indo-European,NA
cams1241,kbh,Camsá,FALSE,-76.8931,1.14537,South America,Americas,shifting,NA,O'Brien 2018
cand1248,cbu,Candoshi-Shapra,FALSE,-76.9347,-4.23835,South America,Americas,shifting,NA,NA
cane1242,ram,Canela-Krahô,FALSE,-45.1299,-6.10712,South America,Americas,shifting,Nuclear-Macro-Je,NA
caom1238,cov,Cao Miao,TRUE,109.547,26.2236,Eurasia,Asia,not endangered,Tai-Kadai,Wu 2015
capa1241,kaq,Capanahua,FALSE,-74.3813,-6.63254,South America,Americas,moribund,Pano-Tacanan,NA
capp1239,cpg,Cappadocian Greek,FALSE,35.45,38.73,Eurasia,Europe,shifting,Indo-European,Bağrıaçık 2018
caqu1242,cot,Caquinte,FALSE,-73.4451,-11.4812,South America,Americas,shifting,Arawakan,Swift 1985
cari1274,xcr,Carian,FALSE,28.182,37.203,Eurasia,NA,extinct,Indo-European,Ray 1990
cari1275,hns,Caribbean Hindustani,TRUE,-55.333168,5.722918,South America,Americas,not endangered,Indo-European,Gambhir 1981
cari1276,jvn,Caribbean Javanese,FALSE,-54.6305,5.62695,South America,Americas,not endangered,Austronesian,Wolfowitz 1983
carn1240,caq,Car Nicobarese,TRUE,92.7671,9.18853,Eurasia,Asia,threatened,Austroasiatic,NA
carr1249,crx,Carrier,TRUE,-124.328,54.3768,North America,Americas,moribund,Athabaskan-Eyak-Tlingit,Walker 1973
cash1251,cbr,Cashibo-Cacataibo,FALSE,-75.4206,-8.70232,South America,Americas,shifting,Pano-Tacanan,NA
casi1235,dgc,Casiguran-Nagtipunan Agta,FALSE,121.878,16.2176,Papunesia,Asia,shifting,Austronesian,NA
cata1286,chc,Catawba,FALSE,-80.8857,34.9685,North America,Americas,extinct,Siouan,Voorhis 2003
cavi1250,cav,Cavineña,FALSE,-66.6277,-13.3544,South America,Americas,shifting,Pano-Tacanan,Guillaume 2008
cayu1261,cay,Cayuga,FALSE,-76.5969,42.41,North America,Americas,moribund,Iroquoian,"Froman, Keye, Keye and Dyck 2002"
cayu1262,cyb,Cayubaba,FALSE,-65.4822,-13.2482,South America,Americas,nearly extinct,NA,Key 1967
ceba1235,sef,Cebaara Senoufo,FALSE,-6.15264,9.50768,Africa,Africa,not endangered,Atlantic-Congo,NA
cebu1242,ceb,Cebuano,TRUE,124.367,8.38799,Papunesia,Asia,not endangered,Austronesian,Hui 2003
celt1247,xce,Celtiberian,FALSE,NA,NA,Eurasia,NA,extinct,Indo-European,Wodtko 2003
cemu1238,cam,Cemuhî,FALSE,165.13,-20.8489,Papunesia,Pacific,threatened,Austronesian,Lynch 2002
cent1972,ckb,Central Kurdish,TRUE,45.8077,35.6539,Eurasia,Asia,not endangered,Indo-European,McCarus 2009
cent1973,pst,Central Pashto,TRUE,69.4529,31.9153,Eurasia,Asia,not endangered,Indo-European,NA
cent1989,khm,Central Khmer,TRUE,105.015,12.0515,Eurasia,Asia,not endangered,Austroasiatic,Sak-Humphry 1996
